,Address,Phone Number,Timings,State,Latitude,Longitude
160," KFC Corporate Office 4th Floor, Tower 2, World Mark, Maidawas RoadSector 65Gurugram - 122001",+918042754444, 11:00 PM,Haryana,28.39784966,77.07137885
161," KFC Sector 58 Food Court, Medanta Medicity HospitalSector 58Gurugram - 122001",+918042754444, 11:00 PM,Haryana,28.439241,77.04064
162," KFC KFC Sec-10, Gurgaon SCO No 7Huda Market, Sector 10AGurugram - 122001",+918042754444, 11:00 PM,Haryana,28.4393508,77.00599741
163," KFC NH 8 Shop No R2, 3rd Floor, Ambience MallNH 8Gurugram - 122001",+918042754444, 11:00 PM,Haryana,28.503793,77.09701
164," KFC Udyog Vihar, Sector 20 No R2, Ground Floor, Phase 2Udyog Vihar, Sector 20Gurugram - 122002",+918042754444, 11:00 PM,Haryana,28.502938,77.08987689999999
165," KFC Shop No B139 & B141, Gr Flr, Supermart 1 Super Mart 1, Sushant LokShop No B139 & B141, Gr Flr, Supermart 1Gurugram - 122002 DLF, Phase 1",+918042754444, 11:00 PM,Haryana,28.4623882,77.087704
166," KFC Mathura Road Shop No E28/E38, Ground Flr, Eldeco MallMathura RoadGurugram - 122002",+918042754444, 10:00 PM,Haryana,28.386734,77.31399999999999
167," KFC Cyber City Counter No 117E, DLF Cyber Hub, Food Court ZoneCyber CityGurugram - 122002",+918042754444, 11:00 PM,Haryana,28.495849,77.08871000000001
168," KFC Sector 28 SN MS0044, Upper Gr Flr, DLF Mega MallSector 28Gurugram - 122002",+918042754444, 11:00 PM,Haryana,28.476307,77.09336
169," KFC Sector 14 Plot No 98, Main MarketSector 14Gurugram - 122002",+918042754444, 11:00 PM,Haryana,28.473984,77.04738
170," KFC Sector 39 GF, Tower C, Unitech Cyber ParkSector 39Gurugram - 122002",+918042754444, 10:00 PM,Haryana,28.443697,77.056763
171," KFC MG Road Shop No 28 & 124, DLF City Centre MallMG RoadGurugram - 122003",+918042754444, 11:00 PM,Haryana,28.479108,77.08072
172," KFC Sector 85 Shop No 133, 141 & 140, LGF & Gr Flr, Iris, BroadwaySector 85Gurugram - 122004",+918042754444, 11:00 PM,Haryana,28.4038854,76.947751
173," KFC KFC Huda Metro Station North Court, Huda Metro StationSector 29Gurugram - 122007",+917000128919, 11:00 PM,Haryana,28.45932301,77.07279945
174," KFC Sector 56 SN 32, 33, 60, 61, 62, 1, 2, Metro Mall, Block B, Huda Market RdSector 56Gurugram - 122011",+918042754444, 11:00 PM,Haryana,28.42,77.09099999999999
175," KFC KFC Conscient One, Gurgaon Conscient Mall One, Gurgaon Delhi ExpresswaySector 109Gurugram - 122017",+919467510040, 11:00 PM,Haryana,28.50304085,77.00701969
176," KFC Sector 47 Shop No 28 & 29, Gr Flr, ILD Mall, ILD Trade Center, Sohna RoadSector 47Gurugram - 122018",+918042754444, 11:00 PM,Haryana,28.425009,77.039394
177," KFC KFC M3M Broadway, Gurgaon Ground Floor, M3M BroadwaySector 71Gurugram - 122018",+918209021926, 11:00 PM,Haryana,28.40173035,77.01900496
178," KFC Pachgaon 55th Mile Stone, NH 8, KukrolaPachgaonManesar - 122050",+918042754444, 10:00 PM,Haryana,28.355249,76.935031
179," KFC KFC M3M Urbana Shop No G11, 12, 13, 14 & 15, M3M Urbana, Golf Course Extension RoadSector 67Gurugram - 122102",+918042754444, 11:00 PM,Haryana,28.39086756,77.06707032
180," KFC KFC New Town Square 95A Ground Floor, New Town SquareSector 95AGurugram - 122505",+919711419761, 11:00 PM,Haryana,28.42446611,76.93056383
181," KFC KFC Ocus Medley Ocus MedleyDwarka Expressway, Sector 99Gurugram - 123505",+919467510040, 09:00 PM,Haryana,28.46701581,76.96932503
182," KFC KFC OHM Cine Garden OHM Cine Garden, NH9Sirsa Fatehabad RoadSirsa - 125055",+918042754444, 11:00 PM,Haryana,29.52833474,75.13208325
183," KFC Fatehabad Road Plot No 2022, Basai MustquilFatehabad RoadTohana - 125120 Opposite Indra Hospital",+918042754444, 11:00 PM,Haryana,27.1575459,78.0502244
184," KFC Bawa Tarana Road Shop No 6 to 8, UGF, Eminent City MallBawa Tarana RoadSonipat - 131001",+918042754444, 11:00 PM,Haryana,29.1344,76.7033
185," KFC Kundli Shop No 1/46, AMR Kassel Grand, HSIIDC, Industrial AreaKundliSonipat - 131028 NH 1",+918042754444, 11:00 PM,Haryana,28.86834,77.123788
186," KFC Road GT Shop No 89/15/16/17/18, NH 1Road GTKarnal - 132001",+918042754444, 11:00 PM,Haryana,29.732189,76.97626
187, KFC Sector 9 SCO 328Sector 9Panchkula - 134109,+918042754444, 11:00 PM,Haryana,30.69576,76.84976
188, KFC Sector 20 SCO 392Sector 20Panchkula - 134116,+918042754444, 11:00 PM,Haryana,30.668745,76.851738
189," KFC KFC Solan Amolak Towers, Bypass Solan ChambaghatSaproonSolan - 173211 Near Vishkarma Furniture",+918042754444, 11:00 PM,Himachal-Pradesh,30.907826,77.0927691
190," KFC Gulmohar Grand Una Food Court, The Gulmohar Grand, Una Chandigarh RoadBehdalaUna - 174303",+918091741616, 11:00 PM,Himachal-Pradesh,31.4340001,76.3230001
191," KFC KFC Dharamsala LG Anchor 2, MDR44, Maximus MallChilgariDharamshala - 176216",+918042754444, 09:00 PM,Himachal-Pradesh,32.213891,76.317381
192," KFC Narwal Akhnoor Road Counter No 1 & 2, 2nd Floor, Wave MallNarwal Akhnoor RoadJammu - 180002",+918042754444, 11:00 PM,Jammu-And-Kashmir,32.709692,74.89308
193, KFC Gandhi Nagar No 91 A/DGandhi NagarJammu - 180004,+918042754444, 11:00 PM,Jammu-And-Kashmir,32.7039226,74.8611922
194," KFC KFC Jammu DT Sarore adda Sarore, Adda Bridge, NH 1Bari BrahmanaJammu - 181133 Opposite Babu Dhaba",+918042754444, 10:00 PM,Jammu-And-Kashmir,32.61650513,74.93178882
195," KFC Maulana Azad Road City Walk Mall, 3Rd FlrMaulana Azad RoadSrinagar - 190001",+918042754444, 11:06 PM,Jammu-And-Kashmir,34.073899,74.81896999999999
196," KFC KFC - Sanath Nagar 1st & 2nd Floor, Enigma Shopping Complex, Rawalpora Colony 1Sanath NagarBudgam - 190005",+917780857984, 11:00 PM,Jammu-And-Kashmir,34.03074834,74.79929146
197," KFC KFC Bemina, Srinagar Ground FloorMain Bemina RoadSrinagar - 190018 Opposite Degree College",+919797931398, 11:00 PM,Jammu-And-Kashmir,34.07648986,74.77687645
198," KFC Sahayogi Nagar Sector II SN 402, 4th Floor, Ozone Galleria Mall, SugiadihSahayogi Nagar, Sector 2Dhanbad - 828127",+918042754444, 09:00 PM,Jharkhand,23.82059,86.47002000000001
199," KFC Sakchi No 10A, SNP AreaSakchiJamshedpur - 831001 Next to Reliance Fresh & Bazaar",+918042754444, 11:00 PM,Jharkhand,22.807372,86.2025
200," KFC Bistupur Unit Number RT 01A P & M Mall, South Park, Outer Circle RoadBistupurJamshedpur - 831001",+918042754444, 10:00 PM,Jharkhand,22.807372,86.20249699999999
201," KFC Siromtoli Chowk Shop No 10 to 12, Old HB RoadSiromtoli ChowkRanchi - 834001",+918042754444, 10:00 PM,Jharkhand,23.354154,85.3329
202," KFC Lalpur 3rd Floor, Nucleus Mall, Circular RoadLalpurRanchi - 834001",+918042754444, 11:00 PM,Jharkhand,23.377204,85.33168000000001
203," KFC KFC Harmu Ranchi Harmu Housing Colony, ArgoraShiv Dayal NagarRanchi - 834002",+916294694822, 11:00 PM,Jharkhand,23.3550601,85.3001701
204," KFC Basavangudi No 79/1, Aishwarya Sampurna, Vani Vilas RoadBasavangudiBengaluru - 560004",+918042754444, 11:00 PM,Karnataka,12.94820429,77.56884927
205," KFC Fraser Town Shop No 1, No 16, Nulyne Avenue, Mosque RoadFraser TownBengaluru - 560005",+918042754444, 11:00 PM,Karnataka,12.99805938,77.61486961
206," KFC Malleswaran SN UG 30, Municipal No 1/11, Mantri Mall, Sampige RoadMalleswaranBengaluru - 560010",+918042754444, 11:00 PM,Karnataka,12.99181837,77.57118263
207," KFC Malleswaran SN 2 & 3, Municipal No 1/11, Mantri Mall, Food court, Main RoadMalleswaranBengaluru - 560010",+918042754444, 11:00 PM,Karnataka,12.9914384,77.57059839999999
208," KFC Jayanagar 149/40/1, 32nd C cross, 11th main, 4th BlockJayanagarBengaluru - 560011",+918042754444, 11:00 PM,Karnataka,12.92702473,77.58635684
209," KFC RAMAMURTHY NAGAR Site No 1, 2 & 9, Property No 91/1, Khata No 1333, KR PuramRammuthynagarBengaluru - 560016",+918042754444, 11:00 PM,Karnataka,13.01173404,77.67233164
210," KFC Old Airport Road Municipal No 97, Total Mall, Old kempfortOld Airport RoadBengaluru - 560017",+918042754444, 11:00 PM,Karnataka,12.958991,77.65699861
211," KFC Yeshwanthpur No 9/36, Vaishnavi Sapphire, Tumkur RoadYeshwanthpurBengaluru - 560022 Next to Yeshwanthpur Railway Station",+918042754444, 11:30 PM,Karnataka,13.0246365,77.54855828
212," KFC KFC - Majestic Bangalore No 74/79, Hotel City Centaur, Off City Railway StationGT RoadBengaluru - 560023",+918042754444, 11:00 PM,Karnataka,12.97506048,77.57041469
213," KFC KFC - Lulu Global Mall Bennipete Unit No F & B04, 2nd Floor, Global Mall, No 19/2, BTM Layout, BBMP SouthGopalpuraBengaluru - 560023 Mysore Deviation Road",+918042754444, 11:00 PM,Karnataka,12.98154324,77.56315334
214," KFC KFC Manyata 1st Floor, ESC Food Court, Hebbal Ring RoadManyata Tech ParkBengaluru - 560024 Near Nagwara Signal",+918042754444, 11:00 PM,Karnataka,13.05103436,77.62156335
215," KFC Mc Grath Road Municipal CTS 15,17,18, 27, 4th FloorMc Grath RoadBengaluru - 560025",+918042754444, 11:00 PM,Karnataka,12.97045078,70.61000581
216," KFC Shanthi Nagar No 90, KH Road, Sudhama NagarShanthi NagarBengaluru - 560027 Opposite KSRTC office",+918042754444, 11:00 PM,Karnataka,13.06998469,77.50408153
217," KFC KFC Brigade Road Ground Floor & 1st Floor, Brigade Road, Shanthala NagarAshok NagarBengaluru - 560029 Opposite Space Centre",+918310543619, 11:00 PM,Karnataka,12.97333153,77.60755491
218," KFC KFC Central 3 Survey No 5/78/7, 78/8 & 89/6, Central 3, Varthu HobliBellandurBengaluru - 560034",+918042754444, 11:59 PM,Karnataka,12.92581053,77.6753422
219, KFC Madiwala Total MallMadiwalaBengaluru - 560034,+918042754444, 11:30 PM,Karnataka,12.92191319,77.62010145
220," KFC RT Nagar No 177, Main Road, MatadahalliRT NagarBengaluru - 560034 Opposite BATA Showroom",+918042754444, 11:00 PM,Karnataka,13.01992769,77.59221913
221," KFC Hosa Road Ground Floor, GR Arcade, Amrutha Engineering College RdHosa RoadBengaluru - 560035",+918042754444, 11:00 PM,Karnataka,12.9043998,77.67602164
222," KFC Kikondarahalli Total Mall, Varthur Hobli, Sarjapur RdKikondarahalliBengaluru - 560035",+918042754444, 11:00 PM,Karnataka,12.91721242,77.67116211
223," KFC Devasandra Khata No 64/25/14, Site No 14, Gr Flr, ChikkabasavanapuraKR PuramBengaluru - 560036",+918042754444, 11:00 PM,Karnataka,13.00449127,77.71158107
224," KFC KFC Vignan Nagar Bangalore No 14/161, Vibhuthipura, Basavanagara Rd, Krishnarajapuram HobliVignan NagarBengaluru - 560037",+918042754444, 11:00 PM,Karnataka,12.97014353,77.68221304
225," KFC Marathalli Survey No 88, KBR Mall, Outer ring roadMarathalliBengaluru - 560037",+918042754444, 11:00 PM,Karnataka,12.94838862,77.69872031
226," KFC Hyper City Survey No 6/2 & 6/3, Kundalahalli Gate, Thoobarahalli, Arthur HobliHyper CityBengaluru - 560037",+918042754444, 11:00 PM,Karnataka,12.95801558,77.71581904
227," KFC Nagavara Palya No GS 11 to 13, No 6, Signature Tower, CV Raman Nagar, Madras RdNagavara PalyaBengaluru - 560038",+918042754444, 11:00 PM,Karnataka,12.99356148,77.66178801
228," KFC Raja Rajeshwari Nagar Shop No 12, Gopalan Arch Mall, Nayandahalli, Kengeri HobliRR NagarBengaluru - 560039 Opposite The Club Mysore Rd",+918042754444, 11:00 PM,Karnataka,12.93600939,77.51763761
229," KFC Main Road No 96, Ground Floor, Chandra LayoutMain RoadBengaluru - 560040 Next to HP Petrol Pump",+918042754444, 11:30 PM,Karnataka,12.96097039,77.52807957
230," KFC Kalyan Nagar No 4M/403, Ground Floor, HRBR 3rd Block, 80 Ft Kammanahalli Main RdKalyan NagarBengaluru - 560043",+918042754444, 11:00 PM,Karnataka,13.02580043,77.63694609
231," KFC KFC Bagmane Constellation Bagmane Constellation Business Park, Ferns CityDoddanekkundiBengaluru - 560048",+918042754444, 11:00 PM,Karnataka,12.98151767,77.69700799
232," KFC Mahadevpura UN UG 35 B, UGF, Phoenix Market CityMahadevpuraBengaluru - 560048 Near Krishnarajapuram Flyover",+918042754444, 11:00 PM,Karnataka,12.99965466,77.69637226
233," KFC Devasandra Ind Estate FC 9 & 10, 2nd Flr,Devasandra Ind Estate, Food Court, Whitefield RoadMahadevapuraBengaluru - 560048",+918042754444, 11:00 PM,Karnataka,12.9962969,77.69555929
234," KFC Brigade up town No 49 to 51, Orion Mall, Battarahalli, Brigade Golden TriangleKatamnallurBengaluru - 560049 Sannatammanahalli",+918042754444, 11:00 PM,Karnataka,13.05522585,77.76385092
235," KFC Cunningham Road No 19/3, Ground Floor, SRT RoadVasant NagarBengaluru - 560051",+918042754444, 11:00 PM,Karnataka,12.98824762,77.59872036
236," KFC New Bel Road No 117, AEGS layoutNew Bel RoadBengaluru - 560054",+918042754444, 11:00 PM,Karnataka,13.03232652,77.57010145
237," KFC Malleswaram West No 26/1, Orion Mall, Brigade Gateway, Rajajinagar, Dr Raj Kumar RdMalleswaramBengaluru - 560055",+918042754444, 11:00 PM,Karnataka,13.01174167,77.55531568
238," KFC Indira Nagar No 1/1A, CMH RoadIndira NagarBengaluru - 560056",+918042754444, 11:00 PM,Karnataka,12.97841221,77.64057885
239," KFC Chokkasandra Survey No 8, Ground & 1st Floor, Tumkur Rd, Jalahalli CrossChokkasandraBengaluru - 560057",+918042754444, 11:00 PM,Karnataka,13.04058046,77.518329
240," KFC Kengeri Satellite Town No 4 & 5 & 18 & 19, Ground Floor, WN 159, UpanagaraKengeri Satellite TownBengaluru - 560060",+918042754444, 11:00 PM,Karnataka,12.91754905,77.48246985
241," KFC Chikkalasandra No 8/42, Benaka Towers Commercial Cplx, Subramanyapura RdPadmanabhanagarBengaluru - 560061 Opposite Sobha Clovelly Apartment",+918042754444, 11:00 PM,Karnataka,12.9124304,77.55586853
242," KFC Royaloak Kanakpura No 5 & 6, Bank Officers & Officials CHS, WN 197, DoddakallasandraKanakpuraBengaluru - 560062 Near Uttarahalli Hobli",+918042754444, 11:00 PM,Karnataka,12.88297948,77.54881329
243," KFC KFC Bhartiya City UG 30A & 30B, Bhartiya Mall of Bengaluru, Chokkanahalli, YelahankaThanisandra RoadBengaluru - 560064",+918042754444, 11:00 PM,Karnataka,13.08409336,77.63989645
244," KFC KFC RMZ Galleria Mall Yelahanka No 12, 2nd Floor, RMZ Galleria Mall, Food Court, Ambedkar ColonyYelahankaBengaluru - 560064",+918042754444, 11:00 PM,Karnataka,13.09449163,77.59526675
245," KFC Whitefield Main Road UN 10, 3rd Flr, Forum Neighbourhood Mall, No 62, Prestige OzoneWhitefield Main RdBengaluru - 560066",+918042754444, 11:06 PM,Karnataka,12.96029518,77.74733271
246," KFC Whitefields 4th Flr, Ascendas Park Sq Mall, International Tech ParkWhitefieldsBengaluru - 560066",+918042754444, 11:00 PM,Karnataka,12.99095109,77.73559169
247," KFC Whitefield Prestige Forum, Shantiniketan Mall, Level 3WhitefieldBengaluru - 560066",+918042754444, 11:00 PM,Karnataka,12.9608434,77.6004741
248," KFC Whitefield No 27, Inorbit Mall, 1st floor, Food CourtWhitefieldBengaluru - 560066 Adjacent Satya Saibaba Cancer Hospital",+918042754444, 11:00 PM,Karnataka,12.979045,77.72899
249," KFC KFC Kadugudi Ground Floor, B, Vijay Sai Colony, KadugodiWhitefieldBengaluru - 560067",+918042754444, 11:00 PM,Karnataka,13.0031433,77.7569144
250," KFC KFC RBD EGL Food Court, Eastern Golf Links Pyramid, Intermediate Ring RoadDomlurBengaluru - 560071",+918042754444, 11:00 PM,Karnataka,12.94896848,77.64380196
251," KFC KFC Vega City Mall 172/1, No R01A, 3rd Flr, Vegas City Mall, Bennarghatta Main RoadBilekahalliBengaluru - 560076 Srinivas Industrial Area",+918042754444, 11:00 PM,Karnataka,12.90785485,77.60141423
252," KFC Bannerghatta Road No 121, 1st Floor, Royal Meenakshi Mall, Door No 226Bannerghatta RoadBengaluru - 560076 Opposite Meenakshi Temple",+918042754444, 11:00 PM,Karnataka,12.87626812,77.59549227
253," KFC Bannerughatta No 174/1, Meu Square, Bannergatta RoadBannerughattaBengaluru - 560076",+918042754444, 11:30 PM,Karnataka,12.90568335,77.60158553
254," KFC BTM Layout No 942, Ground Floor, BTM Layout, 2nd Stage, 16th Main RoadKuvempu NagarBengaluru - 560076",+918042754444, 11:00 PM,Karnataka,12.91544365,77.61011995
255," KFC KFC Hennur Bangalore Sy No 22 & 125, Hennur Bagalur Main RoadKothanurBengaluru - 560077 Next BYG Brewsky",+918042754444, 11:00 PM,Karnataka,13.07154916,77.65168135
256," KFC Nagvara 4th Floor, Elements Mall, Food Court, Patel Nagar, Thanisandra Main RdNagvaraBengaluru - 560077",+918042754444, 11:30 PM,Karnataka,13.04597242,77.62671277
257," KFC JP Nagar Ground Floor, 24th Main Road, 2nd PhaseJP NagarBengaluru - 560078",+918042754444, 11:00 PM,Karnataka,12.91490595,77.58584859
258," KFC Banshankari FAB INDIA No 7, Ground Floor, 100 Ft Ring Road, 3rd Stage, 5th Blk, 3rd PhzBanashankariBengaluru - 560085",+918042754444, 11:00 PM,Karnataka,12.92666817,77.54784578
259," KFC Bashveshwar Nagar No 729, Modi Hospital Jn, 2nd Stage, Modi Hospital RoadBashveshwar NagarBengaluru - 560086",+918042754444, 11:00 PM,Karnataka,12.99754289,77.54661291
260," KFC KFC Gunjur Shop No 168/2, Varthur Main Road, VarthurGunjurBengaluru - 560087",+918042754444, 11:00 PM,Karnataka,12.9254452,77.737111
261," KFC Food Court, Bagmane Tech Park, Krishnappa GardenCV Raman NagarBengaluru - 560093",+918042754444, 11:00 PM,Karnataka,12.97883956,77.65796777
262," KFC Sector 4 Plot No 30, Ground & 1st Floor, 14th Main Road, HSR LayoutSector 4Bengaluru - 560094 Opposite BDA Complex",+918042754444, 11:00 PM,Karnataka,12.91337302,77.63831176
263," KFC Koramangala Counter No 13, 2nd Floor, Forum Mall, No 21, Hosur Main RoadKoramangalaBengaluru - 560095",+918042754444, 11:06 PM,Karnataka,12.925911,77.617561
264," KFC Koramangala SN 13, 16 & 17, SJR Koramangala, Intermediate Ring Rd, EgipuraKoramangalaBengaluru - 560095",+918042754444, 11:00 PM,Karnataka,12.93777729,77.62683198
265," KFC KFC - Vidyaranpura Bangalore Site No 1218, M Nanjappa RoadVidyaranyapuraBengaluru - 560097",+918042754444, 11:00 PM,Karnataka,13.06946469,77.5558215
266," KFC KFC RR Nagar No 193, Raghavendra Arcade, BEML Layout, Jawaharlal Nehru RdRajarajeshwari NagarBengaluru - 560098 Near 4th Stage",+918042754444, 11:00 PM,Karnataka,12.91543453,87.52152381
267," KFC Anekal No 55, Attibele Hobli, BommasandraAnekalBengaluru - 560099 Opposite SKF",+918042754444, 11:30 PM,Karnataka,12.82385475,77.68512145
268," KFC KFC - Ananthnagar Bangalore Ground Floor, 2nd Phase, Electronic CityAnanth NagarBengaluru - 560100",+918042754444, 11:00 PM,Karnataka,12.83537654,77.69220153
269," KFC Electronic City Phase 1 No 56, Survey No 66Electronic City Phase 1Bengaluru - 560100 Opposite Wipro Gate 5",+918042754444, 11:00 PM,Karnataka,12.83994334,77.65950592
270," KFC Embassy Tech Village No 7, Ground Flr, Block D, Varthur Hobli, Parcel 5, Embassy TechDevarabeesanahalliBengaluru - 560103",+918042754444, 11:00 PM,Karnataka,12.92734214,77.69215673
271," KFC Devarabeesanahalli 8 A RMZ Ecoworld, The Bay Market, MarathalliDevarabeesanahalliBengaluru - 560103",+918042754444, 11:00 PM,Karnataka,12.919693,77.68504
272, KFC Devanahalli Main Terminal BuildingDevanahalliBengaluru - 560300 Opposite departure gate 15,+918042754444, 11:00 PM,Karnataka,13.200949,77.70984
273," KFC Mallur Hobli Survey No 180, Chennapatna, SH 17, MudugereMallur HobliRamanagara - 562160",+918042754444, 11:00 PM,Karnataka,12.982369,77.60751
274," KFC Venkatapura Survey No 11 & 12, KolarVenkatapuraKolar - 563101",+918042754444, 11:00 PM,Karnataka,13.13932194,78.20908996999999
275," KFC Albert Victor Road Shop 1, 1st Floor, Garuda Mall, Makkaji ChowkAlbert Victor RoadMysore - 570001",+918042754444, 11:00 PM,Karnataka,12.309317,76.65367999999999
276," KFC KFC - Forum Mall Mysore Forum City Centre Mall, Hyderali RoadNazarbadMysore - 570010",+918042754444, 11:00 PM,Karnataka,12.318291,76.665861
277," KFC Jayalakshmipuram No 22/B, Upper Ground Floor, Vinoba RoadJayalakshmipuramMysore - 570012",+918042754444,Our Restaurant Is Currently Closed. KFC You Soon!,Karnataka,12.321475,76.62098
278," KFC Nazarabad Mohalla Mall of Mysore, MG Rd, Indranagar ExtnNazarabad MohallaMysore - 570022",+918042754444, 11:00 PM,Karnataka,12.2980049,76.664655
279," KFC Kuvumpu Nagar Site No 1014, Shanthi Sagar Complex, Udayaravi RoadKuvumpu NagarMysore - 570023",+918042754444, 11:00 PM,Karnataka,12.28668464,76.62759355
280," KFC Bandigowda Layout Chaitra Arcade, MC Road, NH 275Bandigowda LayoutMandya - 571401",+918042754444, 11:00 PM,Karnataka,12.52805434,76.88452642
281," KFC Shanti Nagar 2nd Floor, Sira Gate Road, TumkurShanti NagarTumkur - 572104",+918042754444, 11:00 PM,Karnataka,13.35818,77.10314
282," KFC Hampankatta UG 24, City Centre mall, KS Rao RoadHampankattaMangaluru - 575001",+918042754444, 11:00 PM,Karnataka,12.871596,74.84249
283," KFC Kadri Main Road Times Sqaure Mall, Kadri JunctionKadri Main RoadMangalore - 575002 Near Shiv Bhag",+918042754444, 11:00 PM,Karnataka,12.880332,74.85939999999999
284, KFC Permannur Dakshina KannadaPermannurDakshina Kannada - 575020,+918042754444, 11:00 PM,Karnataka,12.82282369,74.85937607
285," KFC Udipi Mian Road Shop no 1, Shiroor TowerUdipi Mian RoadUdupi - 576102",+918042754444, 10:00 PM,Karnataka,13.348799,74.78194999999999
286," KFC Kuvempu Nagar Eminent Towers, MCC B BlockKuvempu NagarDavanagere - 577004 Opposite to Bapuji Dental College",+918042754444, 11:00 PM,Karnataka,14.4526915,75.9154757
287," KFC Durgigudi Ground Floor, Srishaila Jyothi Complex, Balaraj URS RoadDurgigudiShimoga - 577201",+918042754444, 11:00 PM,Karnataka,13.93496,75.574
288," KFC KFC - Dharwad, Karnataka CTS No 142/ A/3, GRT SquareHubli RoadDharwad - 580001 Near Court Circle",+918042754444, 11:00 PM,Karnataka,15.454611,75.008471
289," KFC Neharu Nagar No 5434, No 1, JNMC Campus, Dr BR Ambedkar RoadNeharu NagarDharwad - 580001",+918042754444, 11:00 PM,Karnataka,15.884443,74.51894
290, KFC Jayanagar Hubli Dharwad HighwayJayanagarHubli - 580021,+918042754444, 11:00 PM,Karnataka,15.35913,75.12735000000001
291," KFC Gokul Road Shop No G 1A, GF, Urban Oasis Mall, SBI Industrial EstateGokul RoadDharward - 580030",+918042754444, 11:00 PM,Karnataka,15.350172,75.11105000000001
292, KFC Parvathi Nagar Main RoadParvathi NagarBellary - 583103,+918042754444, 11:00 PM,Karnataka,15.15199908,76.92315814
293," KFC Ranipet Virat Plaza, Shanbaug Cricle, College RoadRanipetHosapete - 583201",+918042754444, 11:00 PM,Karnataka,15.27580228,76.38719854999999
294," KFC Uday Nagar Nandini Complex, Station RoadUday NagarRaichur - 584101",+918042754444, 11:00 PM,Karnataka,16.1954433,77.34298
295," KFC Mahavir Nagar Shop No 1, GF, Orchid Mall, Khuba Plot, Sy No 36/1/2/3, BrahampurMahavir NagarGulbarga - 585105",+918042754444, 11:06 PM,Karnataka,17.328167,76.833611
296," KFC Thavakkara Commercial Block 3, KK Trading Centre, Central Bus TerminalThavakkaraKannur - 670001",+918042754444, 11:00 PM,Kerala,11.866876,75.37053
297," KFC Thalassery No 43/642, Abhi Dhana Tower, NarangapuramThalasseryKannur - 670102",+918042754444, 11:00 PM,Kerala,11.748238,75.493889
298, KFC Mavoor Road RP MallMavoor RoadKozhikode - 673004,+918042754444, 11:00 PM,Kerala,11.259575,75.78816500000001
299," KFC Thondayad Ground Floor, Hi Lite Mall, Kozhikode BypassThondayadKozhikode - 673014",+918042754444, 11:00 PM,Kerala,11.2608698962704,75.79372830843199
300," KFC KFC VATAKARA No G2, Ground Floor, Trade Centre, NH66, Narayana NagarVatakaraKozhikode - 673104",+918042754444, 11:00 PM,Kerala,11.596001,75.595444
301," KFC KFC SULTAN BATHERY Ground Floor, Issac Centre SquareSulthan BatherySultan Bathery - 673592",+919995444054, 11:00 PM,Kerala,11.661374,76.255753
302," KFC Stadium Bypass Road No 23/513/15, KajasStadium Bypass RoadPalakkad - 678013",+918042754444, 11:00 PM,Kerala,10.769393,76.661602
303," KFC Calicut Road No 19/425 A & B, Gr Flr, HITON TowerCalicut RoadPerintalmanna - 679322 Near Byepass Junction",+918042754444, 11:00 PM,Kerala,10.977139,76.21848900000001
304," KFC Pallikkulam Selex East Mall, East FortPallikkulamThrissur - 680005",+918042754444, 11:00 PM,Kerala,10.5228791,76.22478719999999
305," KFC Manavalassery Kodungallur Shornur Road, Mukundapuram, ChandakunnuIrinjalakudaThrissur - 680121 Near St Joseph's College",+918042754444, 11:00 PM,Kerala,10.34213,76.21613000000001
306," KFC Puzhakkal Shop No 8, Sobha City Mall, Food Court, Unit No SA 3hPuzhakkalThrissur - 680553",+918042754444, 11:00 PM,Kerala,10.549776,76.18313000000001
307," KFC Vadakkenada Mughal Mall, NH 66, KodungallurVadakkenadaKodungallur - 680664",+918042754444, 11:00 PM,Kerala,10.2313806,76.1965799
308," KFC Ravipuram Shop No 4, Gr Flr, Coastal Chambers, MG Road, PerumanoorRavipuramErnakulam - 682015 Opposite Cochin Shipyard",+918042754444, 11:00 PM,Kerala,9.958506,76.289494
309," KFC Pulinchoode Ground Floor, Radhani Developers, Aluva, Akkat Asarikadan RoadPulinchoodeErnakulam - 682016",+918042754444, 11:00 PM,Kerala,10.0973865,76.3469051
310," KFC Poonithura Ground Floor, Gold Souk Grande, Edapalli Bypass RdPoonithuraErnakulam - 682019",+918042754444, 07:00 PM,Kerala,9.977,76.31690999999999
311," KFC Edappally 50/2392, Lulu International Mall, NH 47EdappallyErnakulam - 682024",+918042754444, 07:00 PM,Kerala,10.027304,76.3078
312," KFC Padivattom Oberon Mall, 34/195, NH Bye Pass, EdappallyPadivattomErnakulam - 682024",+918042754444, 11:06 PM,Kerala,10.02378,76.302046
313," KFC Chittethukara Noel Focus Mall, Sea Port Air Port Rd, CSEZChittethukaraErnakulam - 682031",+918042754444, 07:00 PM,Kerala,10.000776,76.34948
314," KFC MG Road 5th Floor, Centre Square Mall, Rajaji Road JunctionMG RoadCochin - 682035 Opposite Muthoot tower",+918042754444, 11:00 PM,Kerala,9.9779575,76.2832105
315," KFC Nedumbassery Kochi Airport, KK Trading Centre, Central Bus TerminalNedumbasseryErnakulam - 683111",+918042754444, 11:06 PM,Kerala,10.15218,76.37000999999999
316, KFC Kottayam Kumily Road Ground FloorKottayam Kumily RoadKottayam - 686002,+918042754444, 11:00 PM,Kerala,9.5878804,76.5453725
